exp_id,timestamp_utc,hypothesis,partition,underlying,config,scenario,n,metric,value,ci_lo,ci_hi,verdict,notes
262,2026-07-29T16:10:24+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",conservative,8,ev_per_trade,-92.75,-192.38,244.5,,run_id=H2_QQQ_conservative_2e00d809 cagr=-0.0106 sharpe=-0.1 maxdd=-0.2051 final=9830.29
263,2026-07-29T16:10:24+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",base,8,ev_per_trade,-87.21,-186.9,250.32,,run_id=H2_QQQ_base_2e00d809 cagr=-0.0078 sharpe=-0.09 maxdd=-0.204 final=9876.33
264,2026-07-29T16:10:24+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",stress,8,ev_per_trade,-98.75,-198.38,238.5,,run_id=H2_QQQ_stress_2e00d809 cagr=-0.0136 sharpe=-0.11 maxdd=-0.2063 final=9780.41
265,2026-07-29T16:10:28+00:00,H2,train,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",base,36,ev_per_trade,128.79,-0.09,327.37,,run_id=H2_QQQ_base_e0d597a9 cagr=0.0996 sharpe=0.56 maxdd=-0.1938 final=15201.43
266,2026-07-29T16:10:28+00:00,H2,train,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",conservative,36,ev_per_trade,117.78,-8.17,312.07,,run_id=H2_QQQ_conservative_e0d597a9 cagr=0.093 sharpe=0.52 maxdd=-0.1981 final=14797.1
267,2026-07-29T16:11:09+00:00,H2,holdout,QQQ,FROZEN spec incl. brake (e411fdd),base,8,total_return,-0.0124,,,G5 FAIL,"net<0: brake halved size in 2025 whipsaw, undersized 2026 recovery; recorded verbatim, no tuning"
268,2026-07-29T16:11:09+00:00,H2,holdout,QQQ,diagnostic: spec WITHOUT brake,base,12,total_return,0.3452,,,G5 FAIL (dd),maxDD -31.7% vs -30% limit; return positive; second holdout touch disclosed (implementation-gap correction)
269,2026-07-29T16:11:55+00:00,H2,full_report,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",base,67,ev_per_trade,270.04,2.81,579.48,,run_id=H2_QQQ_base_8558e5b1 cagr=0.1521 sharpe=0.66 maxdd=-0.1938 final=30906.28
270,2026-07-29T18:20:57+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.3}",base,38,ev_per_trade,26.99,20.28,35.37,,run_id=H5_SLV_base_06dfc5ec cagr=0.0379 sharpe=0.93 maxdd=-0.0448 final=11774.99
271,2026-07-29T18:20:57+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.25}",base,38,ev_per_trade,25.24,19.19,32.51,,run_id=H5_SLV_base_4e305c35 cagr=0.0355 sharpe=0.86 maxdd=-0.0538 final=11658.2
272,2026-07-29T18:20:57+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.3}",base,36,ev_per_trade,27.23,18.63,37.87,,run_id=H5_SLV_base_9c1b0320 cagr=0.0301 sharpe=0.64 maxdd=-0.0611 final=11394.7
273,2026-07-29T18:20:57+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.2}",base,35,ev_per_trade,24.49,17.33,32.0,,run_id=H5_SLV_base_6122412d cagr=0.0298 sharpe=0.64 maxdd=-0.0612 final=11377.17
274,2026-07-29T18:20:58+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.2}",base,33,ev_per_trade,25.82,18.26,34.13,,run_id=H5_SLV_base_ec0c9aca cagr=0.0288 sharpe=0.63 maxdd=-0.0615 final=11329.63
275,2026-07-29T18:20:58+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",base,41,ev_per_trade,21.68,16.85,26.19,,run_id=H5_SLV_base_233feea3 cagr=0.0292 sharpe=0.7 maxdd=-0.0577 final=11348.55
276,2026-07-29T18:21:00+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.2}",base,29,ev_per_trade,43.83,37.12,48.52,,run_id=H5_EWZ_base_6122412d cagr=0.0333 sharpe=0.32 maxdd=-0.1671 final=11553.16
277,2026-07-29T18:21:00+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.2}",base,17,ev_per_trade,51.55,44.6,57.9,,run_id=H5_EWZ_base_ec0c9aca cagr=0.0196 sharpe=0.17 maxdd=-0.1935 final=10892.4
278,2026-07-29T18:21:06+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",base,27,ev_per_trade,49.39,43.13,53.72,,run_id=H5_EWZ_base_233feea3 cagr=0.0374 sharpe=0.36 maxdd=-0.1643 final=11754.39
279,2026-07-29T18:21:07+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.3}",base,24,ev_per_trade,56.3,49.33,61.64,,run_id=H5_EWZ_base_9c1b0320 cagr=0.0336 sharpe=0.32 maxdd=-0.1728 final=11569.95
280,2026-07-29T18:21:07+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.25}",base,16,ev_per_trade,63.2,56.87,69.6,,run_id=H5_EWZ_base_4e305c35 cagr=0.0171 sharpe=0.14 maxdd=-0.2057 final=10776.35
281,2026-07-29T18:21:07+00:00,H5,train,EWZ,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.3}",base,16,ev_per_trade,68.54,57.59,80.93,,run_id=H5_EWZ_base_06dfc5ec cagr=0.019 sharpe=0.16 maxdd=-0.2034 final=10862.91
282,2026-07-29T18:21:48+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",conservative,35,ev_per_trade,22.86,14.94,31.43,,run_id=H5_SLV_conservative_233feea3 cagr=0.0275 sharpe=0.58 maxdd=-0.0639 final=11267.5
283,2026-07-29T18:21:48+00:00,H5,train,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",stress,35,ev_per_trade,19.34,11.17,28.0,,run_id=H5_SLV_stress_233feea3 cagr=0.0248 sharpe=0.5 maxdd=-0.0664 final=11138.5
284,2026-07-29T18:22:24+00:00,H5,valid,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",base,27,ev_per_trade,22.82,16.67,27.59,,run_id=H5_SLV_base_bf56280c cagr=0.0653 sharpe=1.1 maxdd=-0.0248 final=11332.62
285,2026-07-29T18:22:24+00:00,H5,valid,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",conservative,24,ev_per_trade,23.42,17.92,28.58,,run_id=H5_SLV_conservative_bf56280c cagr=0.0761 sharpe=1.13 maxdd=-0.0295 final=11559.88
286,2026-07-29T18:22:39+00:00,H5,holdout,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",conservative,30,ev_per_trade,75.87,30.4,130.2,,run_id=H5_SLV_conservative_7ef815c1 cagr=0.0663 sharpe=0.4 maxdd=-0.1967 final=11041.09
287,2026-07-29T18:22:39+00:00,H5,holdout,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",stress,28,ev_per_trade,75.79,23.93,137.9,,run_id=H5_SLV_stress_7ef815c1 cagr=-0.0398 sharpe=-0.26 maxdd=-0.2251 final=9386.5
288,2026-07-29T18:22:39+00:00,H5,holdout,SLV,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",base,31,ev_per_trade,77.13,32.34,129.59,,run_id=H5_SLV_base_7ef815c1 cagr=0.0736 sharpe=0.45 maxdd=-0.1949 final=11159.73
289,2026-07-29T18:23:02+00:00,H5,holdout,SLV,FROZEN backup cell (bb46cbf),base,31,cagr,0.074,,,G5 FAIL (dd),net>0 but maxDD -19.5% vs -9.6% limit (1.5x train+valid worst); assignment tail in 2026 silver correction; stress fills negative
